book_id,title,author,publication_date,genre,isbn,publisher,language,page_count,available_copies,rating,price
640,Claymation Comedy of Horrors,Jordon Godfroy,12/23/1944,Mystery,158890682-5,Wikizz,Romanian,9037,13,4.5,819.67
641,L.A. Story,Tailor Summerlee,8/18/1957,Science Fiction,999321261-X,Teklist,Zulu,3123,10,2.4,600.25
642,The Anderssons in Greece: All Inclusive,Tam Willimot,5/8/2003,Non-Fiction,077212650-X,Kimia,Malayalam,7629,15,1.2,790.76
643,Savage Grace,Gilbert Ambroix,1/1/2014,Fiction,891800450-8,Twitterbeat,Guaraní,1659,5,3.3,119.73
644,"Suitor, The (Soupirant, Le)",Johnette Jaquemar,5/9/1937,Fiction,360032842-5,Zava,Tamil,4318,11,1.5,608.39
645,"Memory Keeper's Daughter, The",Franky Allabush,7/22/1919,Fiction,368292780-8,Topiclounge,Fijian,6248,12,1.6,319.42
646,Dick,Cherice Landeaux,4/5/2000,Science Fiction,903093751-3,Tanoodle,Kyrgyz,7498,15,4.8,486.86
647,The Natural Love,Dee Fawdry,12/12/1946,Science Fiction,332849189-9,Oyoyo,Korean,226,3,1.1,494.93
648,American Swing,Melisse Anstis,10/17/1964,Mystery,648774823-4,Riffpedia,English,490,2,3.6,642.77
649,Hollywood Ending,Elyse Forsard,9/27/1985,Mystery,780260242-4,Wordify,Japanese,4415,11,4.8,6.26
650,Formula 51,Peyter Booij,12/16/1984,Non-Fiction,087671684-2,Yadel,Hungarian,6426,4,3.3,283.54
651,Bodyguards and Assassins,Morlee Godsal,5/29/1962,Science Fiction,349763261-9,Eare,Kannada,6925,16,4.1,74.0
652,Zatoichi Goes to the Fire Festival (Zatôichi abare-himatsuri) (Zatôichi 21),Cornie Wallas,9/30/1929,Romance,731706930-2,Mita,Bulgarian,8790,18,4.1,826.01
653,Wild China,Rufe Chainey,5/22/1942,Romance,676122816-6,Mydeo,Catalan,444,10,2.9,173.94
654,Jönssonligan - Den perfekta stöten,Marjorie Ferie,8/1/1977,Fiction,347867120-5,Eamia,Icelandic,5801,13,1.1,827.84
655,Drive Thru,Salmon Hocking,10/14/1915,Non-Fiction,415167347-4,Vimbo,Azeri,5972,3,2.9,971.37
656,Mayor of the Sunset Strip,Roma Hannum,4/29/1917,Fiction,723201595-X,Skivee,Sotho,8752,13,2.8,904.64
657,"Report on the Party and the Guests, A (O slavnosti a hostech)",Granville Mapam,12/17/1926,Mystery,278762649-1,Livetube,Lao,2419,16,2.9,931.56
658,Hangman's Knot,Bee Matthaus,5/2/1904,Mystery,327146627-0,Blogtags,Tetum,515,3,2.4,372.23
659,Sundays and Cybele (Les dimanches de Ville d'Avray),Donavon Spurdon,2/10/1915,Science Fiction,074136166-3,Browsebug,Croatian,36,4,3.5,584.6
660,Jackie Brown,Quentin Rettie,8/29/1959,Mystery,707754873-2,Zoozzy,Dzongkha,1906,19,2.4,899.41
661,The Monastery of Sendomir,Sheffie Dielhenn,11/30/1949,Romance,880985258-3,Twimbo,Pashto,7220,9,2.6,920.78
662,After Five in the Jungle (Nach Fünf im Urwald),Winnie Gomby,7/21/1967,Romance,418428683-6,Dynazzy,Guaraní,9672,0,3.2,67.73
663,"Day in the Country, A (Partie de campagne)",Orelle Havelin,11/13/1913,Fiction,841230145-5,Jabbersphere,Icelandic,7650,4,4.8,590.37
664,"Fast & Furious (Fast and the Furious 4, The)",Pen Doxsey,6/8/1903,Science Fiction,487920440-4,Yakitri,Tok Pisin,2807,15,4.9,435.77
665,Primer,Claiborn Dakhov,12/3/2017,Non-Fiction,721425613-4,Muxo,Bislama,821,3,2.5,166.46
666,Miss March,Sabine Kernock,2/16/1927,Fiction,453687737-1,Trudeo,Khmer,3691,20,2.2,544.21
667,Madagascar 3: Europe's Most Wanted,Jeffy Palleske,9/20/2002,Mystery,614430919-5,Kimia,Zulu,2766,11,3.1,121.5
668,Dolls,Parnell Nickless,3/29/2001,Non-Fiction,456040191-8,Kwinu,Mongolian,1024,3,2.8,275.93
669,Gleaming the Cube,Mariana De Moreno,3/26/2021,Mystery,511737402-9,Flashspan,Thai,3527,13,2.4,767.01
670,I Am a Sex Addict,Winfred Farmer,2/6/1902,Romance,748732507-5,Fivebridge,Kurdish,5582,11,1.7,636.47
671,The Boy Who Cried Werewolf,Nora Enever,12/30/2018,Non-Fiction,192389350-5,Meevee,Irish Gaelic,4586,5,4.7,634.07
672,"3 Worlds of Gulliver, The",Winnie Gerish,2/25/1913,Science Fiction,670449521-5,Zoombox,English,5445,16,1.7,865.57
673,Computer Chess,Arnie Acreman,3/9/1925,Non-Fiction,090823801-0,Cogilith,Assamese,4199,18,4.5,852.13
674,Office Space,Cammy Callway,4/8/1906,Fiction,442485361-6,Livefish,Afrikaans,5790,18,4.0,2.99
675,Not on the Lips (Pas sur la bouche),Lazaro Pocklington,11/14/1907,Mystery,189539542-9,Teklist,Portuguese,5359,14,2.2,91.96
676,"Best of Youth, The (La meglio gioventù)",Carrie Crafts,1/13/1912,Non-Fiction,676752116-7,Viva,Guaraní,6600,19,1.9,957.67
677,"Stranger's Heart, A",Neala Carrier,1/17/1919,Science Fiction,223888418-1,Photobug,Gujarati,8618,3,2.0,281.93
678,America's Heart and Soul,Saundra Vaudre,5/11/1988,Non-Fiction,253221259-4,Jaxworks,Estonian,191,11,2.4,7.51
679,In Cold Blood,Salomo Ivison,9/25/2012,Science Fiction,142333987-8,Blogpad,Quechua,9410,16,4.1,842.21
680,Museum Hours,Tristan Verbruggen,10/25/1911,Mystery,169960498-3,Youopia,Danish,560,20,3.0,182.85
681,Ruins,Orton Matfield,2/5/1917,Non-Fiction,924785318-4,Voomm,Malay,9450,20,1.5,114.66
682,Louis C.K.: Shameless,Eal Waddup,10/15/1902,Science Fiction,515289523-4,Twitterworks,Belarusian,2691,16,2.3,932.26
683,Abraham,Guthry Trowl,10/1/1977,Science Fiction,496160640-5,Aimbo,Bislama,9410,20,2.0,667.45
684,Repentance,Aindrea Shaddock,11/9/1928,Mystery,939563772-2,Jabbertype,Bislama,157,12,3.0,565.32
685,Kolya (Kolja),Red Lunnon,5/3/1936,Science Fiction,487610210-4,Topicware,Moldovan,7025,5,4.3,719.9
686,"Help Me, Eros (Bang bang wo ai shen)",Nancee McNevin,11/20/1951,Romance,185212092-4,Demivee,Pashto,7086,4,3.4,828.83
687,21 Jump Street,Pepillo Collihole,10/9/1990,Mystery,934890352-7,Innojam,Quechua,3893,1,1.8,239.56
688,Female Perversions,Donaugh Lavalle,1/11/2010,Science Fiction,208296728-X,Skynoodle,Korean,3582,12,4.7,277.74
689,Terror on a Train (Time Bomb),Perkin Schirak,5/19/1909,Fiction,966517899-7,Rhybox,Georgian,1570,13,1.6,418.78
690,Wild Heritage,Melita Spaunton,6/5/1992,Romance,072765361-X,Realbuzz,Swahili,5096,17,4.2,442.0
691,Art School Confidential,Annabella Behrend,4/26/1971,Non-Fiction,826244327-6,Devshare,Bengali,8105,13,4.0,570.71
692,Stray Dog (Nora inu),Erin Lux,9/17/1916,Science Fiction,309126954-X,Mybuzz,Tswana,8518,9,2.3,261.39
693,Hi-Life,Ingeborg Covil,10/31/1923,Fiction,430533094-6,Kimia,Kashmiri,1406,11,4.8,127.5
694,"Story of My Life, The (Mensonges et trahisons et plus si affinités...)",Dominic Soame,8/3/2008,Romance,119914442-8,Plambee,Kannada,1084,4,2.8,800.42
695,"Welcome Home, Roscoe Jenkins",Brooke Marriage,6/20/1949,Romance,002956794-7,Wikido,Dzongkha,9154,17,3.9,908.55
696,After the Thin Man,Cory Verdy,3/7/1982,Mystery,908869215-7,Topicblab,Tajik,7744,8,4.0,424.71
697,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Ange Welford,4/19/1945,Romance,213790942-1,Yodoo,Tetum,9731,15,3.4,723.71
698,TMNT (Teenage Mutant Ninja Turtles),Clywd Meckiff,1/5/1910,Science Fiction,378104968-X,Oozz,Fijian,6952,16,4.2,617.73
699,Vice Versa,Hobie Bottrill,9/2/1902,Science Fiction,666042951-4,Edgeify,Bislama,3137,5,3.1,534.87
700,Forks Over Knives,Blaire Graham,8/5/1925,Fiction,153644310-7,Divanoodle,Kashmiri,5530,15,2.5,848.87
701,What's the Worst That Could Happen?,Mollee Gott,12/7/2008,Romance,429193424-6,Digitube,Swahili,5767,7,3.2,891.23
702,Dark Ride,Briano Zanelli,9/16/1989,Science Fiction,146382489-0,Meemm,Dhivehi,2534,18,1.8,721.63
703,"Suspect, The (Yong-eui-ja)",Cassandry Slimon,4/11/2016,Fiction,726529319-3,Ntag,Croatian,5795,12,3.9,638.43
704,Peep World,Gene Manshaw,1/21/2002,Science Fiction,080303015-0,Feedmix,Arabic,5829,3,1.4,785.88
705,Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta),Nehemiah Kayser,9/14/1941,Non-Fiction,005951329-2,Twitterbridge,Somali,6895,11,3.6,802.12
706,Anna,Mia Memmory,8/10/1996,Fiction,580086434-9,Tambee,Malagasy,2012,2,4.4,60.66
707,Operation Pacific,Tammy Swallwell,8/25/2021,Science Fiction,857353632-2,Avamba,Kashmiri,8965,2,4.2,308.6
708,"Cold Light of Day, The",Rodge Goreisr,10/12/1967,Fiction,234680521-1,Pixonyx,Kashmiri,2541,15,2.6,719.6
709,A.C.O.D.,Celestine O'Dea,5/20/1957,Romance,312497705-X,Thoughtbeat,Papiamento,2720,12,3.6,261.84
710,Alien Raiders,Alexine MacPeice,6/25/2019,Romance,279571850-2,Thoughtstorm,Danish,4653,17,3.1,798.52
711,Distant Drums,Colene Farfull,10/2/1974,Non-Fiction,251501148-9,Kare,Dutch,7653,20,1.8,847.0
712,Good Ol' Freda,Steffane Hof,1/2/2000,Science Fiction,147136287-6,LiveZ,Lithuanian,2996,18,3.7,879.72
713,Shark Skin Man and Peach Hip Girl (Samehada otoko to momojiri onna),Ermengarde Leverette,7/22/2003,Science Fiction,858863368-X,Plambee,Greek,76,16,4.4,906.37
714,Happy Family,Ulrike Chelsom,11/30/1999,Fiction,657470352-2,Trunyx,Assamese,4304,3,3.2,466.36
715,Born in Flames,Remington Perl,6/26/1936,Fiction,915744812-4,Babblestorm,Papiamento,1990,1,4.0,753.66
716,Parked,Analise Matiashvili,10/10/1995,Non-Fiction,923275337-5,Oba,Marathi,9771,3,2.3,0.8
717,Dark Command,Marielle Hourigan,1/27/1922,Romance,973974220-3,Yozio,Lithuanian,9881,15,4.1,844.65
718,The Overnight,Charles Andreas,7/5/1988,Science Fiction,265798590-4,Skinix,Korean,3147,11,4.2,302.93
719,"You, the Living (Du levande)",Noelle Brusin,7/5/1960,Non-Fiction,486107921-7,Innotype,Armenian,5560,16,4.0,515.11
720,"Damned, The (La Caduta degli dei)",Brian Ties,1/13/1919,Non-Fiction,986317890-X,Oyondu,Fijian,6161,0,2.3,703.57
721,"Paradine Case, The",Skylar Doerr,8/29/1994,Non-Fiction,904224028-8,Quire,Japanese,6005,0,3.1,120.98
722,And Your Mother Too (Y tu mamá también),Michel Heavy,9/5/1952,Romance,305867533-X,Fivechat,Swedish,3318,19,2.1,468.65
723,"Mummy, The",Lorne Galey,2/22/1924,Romance,867896948-2,Rhyzio,Hindi,9589,3,2.1,686.74
724,Sliding Doors,Murry Kubatsch,1/7/2013,Romance,094695211-6,Wikizz,Bislama,4920,19,1.8,651.14
725,Forbidden Zone,Gloriane Cantera,5/12/1972,Science Fiction,957239221-2,Fanoodle,Malayalam,4909,0,4.6,376.81
726,"Rebel, The (Le Rebelle)",Waylon Bluett,9/25/1903,Science Fiction,022174776-1,Brightbean,Greek,1819,4,4.0,88.86
727,Man Trouble,Lyndsie Mougel,8/16/2016,Mystery,597910579-4,Gigazoom,Malay,5557,9,4.3,593.77
728,"Cheap Detective, The",Jada Bente,9/27/1958,Romance,974489200-5,Camimbo,Hungarian,5499,10,4.3,59.75
729,Speaking Parts,Merrilee Ragge,1/26/1951,Non-Fiction,679079655-X,Twitterworks,Norwegian,3740,13,1.2,983.12
730,"Blob, The",Ellerey Golagley,9/8/1990,Science Fiction,085565714-6,Kare,Tswana,7390,15,2.9,938.73
731,Oldboy,Alma Ferryn,7/29/2012,Fiction,311124025-8,Photojam,Macedonian,2354,8,4.1,876.31
732,"Horse Rebellion, The (Pulakapina)",Gloriana Crake,7/8/1931,Romance,309343381-9,Izio,Armenian,739,9,2.3,679.33
733,They,Mavis Goldhawk,10/1/1986,Mystery,692622110-3,Gabtune,Guaraní,8638,19,1.4,940.59
734,It's Pat,Dorry Cattow,11/18/1966,Science Fiction,308798488-4,Skidoo,Hebrew,7126,0,3.2,291.75
735,Words and Pictures,Fanni Edards,4/6/1926,Science Fiction,832038658-6,Edgewire,Italian,4618,18,3.2,438.8
736,The Legend of Bloody Jack,Thoma Filpi,12/24/1975,Non-Fiction,505710514-0,Twiyo,Spanish,2569,20,1.5,393.67
737,End of the Game (Der Richter und sein Henker),Georgina Goney,2/21/1930,Science Fiction,876813486-X,Eayo,Pashto,4598,3,1.8,192.54
738,"Lady Vanishes, The",Shantee Reason,2/10/1920,Non-Fiction,857416402-X,Devbug,Estonian,9235,11,1.9,788.95
739,"Day After Trinity, The",Aron Kennelly,5/5/1913,Science Fiction,769678680-6,Dabjam,Mongolian,6033,16,2.8,583.07
740,Touch the Sound: A Sound Journey with Evelyn Glennie,Dulcy Maffia,9/4/1935,Science Fiction,743875241-0,Tazzy,Lithuanian,3084,1,1.6,580.78
741,Executive Suite,Adella Foggo,12/31/1911,Mystery,847780021-9,Geba,Moldovan,3220,9,4.6,127.53
742,Black Dynamite,Benny Seeks,6/10/2020,Romance,205132347-X,Fliptune,Polish,5734,1,4.7,311.23
743,Love Is All There Is,Any Kyffin,5/11/1941,Romance,632434248-4,Zava,Tamil,8035,14,2.0,260.69
744,Barbara,Yule Abden,3/19/1918,Fiction,610782937-7,Blogtag,Hebrew,6431,7,2.9,65.8
745,Play Girl,Jonie Monteaux,6/9/2020,Science Fiction,167193320-6,Einti,Azeri,4035,5,3.9,872.94
746,Gappa: The Triphibian Monsters (AKA Monster from a Prehistoric Planet) (Daikyojû Gappa),Marrissa Burkill,3/5/1939,Fiction,711724369-4,Edgeify,Sotho,4922,19,3.6,360.13
747,Cyrano de Bergerac,Walther Denzilow,7/15/1902,Romance,270922679-0,Geba,Lao,8420,8,3.1,386.21
748,Magnificent Obsession,Jonell Eliaz,1/28/1941,Fiction,341181102-1,Buzzshare,Bengali,7243,13,2.2,532.42
749,Fandango,Kerry Sperry,8/11/1990,Mystery,513960737-9,Fliptune,Japanese,2726,2,2.7,937.77
750,Alien Hunter,Luca Parres,6/24/1959,Science Fiction,104152424-2,Realpoint,Bengali,5264,17,2.1,686.98
751,"Flock, The",Mala Baptie,11/19/2013,Fiction,744836327-1,Skivee,Pashto,5548,2,2.4,271.97
752,Catfish,Ardene Moline,7/20/1966,Non-Fiction,273655202-4,Meeveo,Swati,4033,12,4.2,318.5
753,Bob Funk,Molly Cisson,9/15/1966,Non-Fiction,723942128-7,Blogtags,Finnish,4495,17,1.5,700.86
754,Kiss Me Goodbye,Lori Gleadhell,10/27/1955,Fiction,138514365-7,Topdrive,Malayalam,3159,19,3.3,912.71
755,Whores' Glory,Joby Longmore,4/4/1911,Fiction,978187648-4,Tavu,Fijian,6061,11,2.4,100.61
756,What Price Hollywood?,Odetta Goodlip,1/23/1943,Science Fiction,223300207-5,Kwideo,Swedish,7727,5,2.5,398.27
757,8:28 am (8 Uhr 28),Griffy Drought,12/15/1922,Non-Fiction,527074603-4,Babbleset,Moldovan,5990,14,2.5,611.32
758,"You're a Good Man, Charlie Brown",Becka Haisell,5/15/2022,Mystery,458254667-6,Photobug,Hungarian,1003,17,4.1,903.36
759,Homefront,Sapphira Elgood,1/13/2007,Non-Fiction,491281534-9,Zava,Dhivehi,9686,11,2.9,652.15
760,"Talented Mr. Ripley, The",Fifi Sackur,2/16/1987,Non-Fiction,576977040-6,Katz,Amharic,3685,12,2.8,74.09
761,Still of the Night,Maryrose Gullivent,1/22/2020,Non-Fiction,134658172-X,Twimbo,Tetum,2545,7,4.6,533.57
762,Out at the Wedding,Franky McCraw,9/5/1963,Mystery,221978654-4,Twitterbridge,Telugu,6536,18,3.8,307.15
763,Medicine for Melancholy,Muhammad Ibbitson,12/10/1974,Non-Fiction,477701759-1,Voonyx,Kyrgyz,9521,2,2.2,403.8
764,Kandahar (Safar e Ghandehar),Maje Ibbetson,10/6/1964,Romance,610098243-9,Skippad,Haitian Creole,7923,17,3.4,304.08
765,Paper Clips,Cly Midden,7/5/2014,Non-Fiction,068767116-7,Zava,Japanese,2426,12,2.7,119.7
766,Dracula 2000,Godiva Butterley,10/11/1993,Non-Fiction,052464737-2,DabZ,Pashto,9448,9,2.8,268.88
767,"Catechism Cataclysm, The",Aube Heaford,9/28/1983,Romance,889886483-3,Plambee,Norwegian,7471,9,1.6,777.22
768,"Corridor, The (Koridorius)",Lianna Hazlewood,3/27/2013,Non-Fiction,786734311-3,Photofeed,Tetum,1430,3,3.6,745.5
769,Life with Mikey,Kayle Quince,8/21/1955,Romance,691484807-6,Gabcube,Mongolian,4106,18,1.6,939.04
770,"Next Stop, Greenwich Village",Hendrik Tiddy,9/30/1941,Fiction,325236416-6,Oozz,Italian,2675,4,2.2,111.02
771,Son of Dracula,Masha Legrave,8/29/1996,Romance,918734766-0,Buzzshare,Persian,5404,19,3.5,219.1
772,"Safety of Objects, The",Kaylee Gerasch,10/8/1945,Non-Fiction,632324148-X,Livetube,Bengali,4892,1,4.2,825.55
773,Raspberry Boat Refugee,Dunc Newitt,5/17/2010,Science Fiction,435674349-0,Edgeblab,Persian,86,20,2.0,242.29
774,Will Success Spoil Rock Hunter?,Frederic Keysall,2/4/1947,Non-Fiction,242787297-0,Pixope,Tsonga,3212,9,3.7,514.04
775,Crimson Tide,Roley Barme,10/26/1955,Science Fiction,507784602-2,Quimba,Papiamento,8456,18,4.7,414.52
776,Meteor,Thalia Hynam,9/1/1993,Romance,583831512-1,Trilith,Bulgarian,8678,11,1.1,712.24
777,Outside Satan (Hors Satan),Budd Tregidgo,11/4/2022,Fiction,091159356-X,Bubbletube,Swati,6451,5,1.7,356.04
778,Full Frontal,Lacie Yandell,8/6/1903,Fiction,191980642-3,Fiveclub,Norwegian,3809,12,4.4,778.01
779,Run Sister Run!,Pete Courtier,8/26/2005,Mystery,517435777-4,Ailane,Aymara,4408,13,1.4,307.11
780,War of the Buttons,Leilah Shackleford,1/29/1939,Romance,823813711-X,Zooxo,Khmer,3093,6,5.0,93.28
781,Actresses (Actrices),Lorenza Labbett,10/19/1901,Non-Fiction,801412412-X,Wordtune,Hungarian,3428,15,4.2,929.11
782,Tin Man,Daniele Moberley,8/13/1970,Romance,780153198-1,Wikizz,Arabic,2943,8,4.6,589.58
783,Pride,Shurwood Selland,9/15/2016,Fiction,284629241-8,Voonyx,Lithuanian,9912,14,3.2,877.18
784,If You Only Knew,Demetrius Rysom,2/28/1999,Mystery,537686601-7,Ooba,Dari,6373,9,3.0,571.54
785,Gimme Shelter,Anna-diana Grimsdyke,1/10/2001,Non-Fiction,751628144-1,Oyonder,Arabic,9084,12,2.2,196.11
786,Sol ,Andrey Covely,5/17/1964,Science Fiction,615791439-4,Vidoo,Armenian,1696,1,1.0,950.02
787,Harmontown,Erastus Bowlesworth,6/13/1981,Romance,139089285-9,Topiclounge,French,3453,0,1.8,361.33
788,Noam Chomsky: Distorted Morality,Enrichetta Tunnoch,10/20/1940,Non-Fiction,394135732-8,Viva,Korean,5805,17,2.9,363.4
789,I Am Sam,Meta Gelly,9/14/1975,Mystery,676165560-9,Voonyx,Filipino,7801,7,1.8,324.15
790,"Giant of Marathon, The (Battaglia di Maratona, La)",Janenna Waddams,6/8/2005,Mystery,272476315-7,Dynava,Tsonga,9451,6,3.2,8.81
791,Happy New Year (La Bonne Année),Una Micka,8/23/1963,Fiction,636869377-0,Voonyx,Kannada,3244,10,3.9,698.24
792,Westward the Women,Merla Milner,9/16/1972,Non-Fiction,814857177-5,Meeveo,Latvian,552,12,3.9,762.0
793,Sparrows Dance,Clyve Penfold,9/4/1917,Science Fiction,173711641-3,Nlounge,Papiamento,8111,12,4.1,292.57
794,Nice Guy Johnny,Alejoa Clemmow,3/10/1973,Fiction,704094272-0,Babbleopia,Nepali,8093,20,1.9,522.18
795,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com),Carol Keenan,5/1/2008,Romance,618147168-5,Abatz,Somali,449,11,1.6,92.15
796,Beyond Hypothermia (Sip si 32 doe),Waylen Cocksedge,11/16/1967,Fiction,804867641-9,Dabshots,Lithuanian,8730,20,1.9,921.56
797,Kino-Eye (Kinoglaz),Mollee Gatenby,5/1/1973,Fiction,570764003-7,Voonix,Maltese,9829,12,4.5,734.45
798,Pooh's Grand Adventure: The Search for Christopher Robin,Vidovik Steedman,5/24/2003,Fiction,562288336-9,Gabtype,Romanian,2257,19,4.8,644.4
799,Down to Earth,Brent Orridge,10/17/1934,Fiction,372550032-0,Eimbee,French,344,20,4.4,269.15
800,"Holding, The",Aldin McCritchie,7/15/2016,Non-Fiction,877201139-4,Jaloo,Kyrgyz,522,5,3.0,790.31
801,Von Richthofen and Brown,Chrissie Muckeen,10/10/1931,Science Fiction,675014958-8,Jabbersphere,Chinese,2417,16,3.8,64.49
802,Year of the Dog,Sidnee Schutte,4/27/1906,Romance,171125643-9,Realcube,Malagasy,5503,18,4.4,559.75
803,"After Dark, My Sweet",Abramo Vizard,7/1/1918,Mystery,074186144-5,Voolia,Korean,2409,2,5.0,520.86
804,"Ugly, The",Devlin Diego,11/20/1947,Romance,893462448-5,Pixoboo,Indonesian,8460,11,1.7,948.59
805,Vodka Lemon,Keary Brushneen,5/7/1917,Science Fiction,333297207-3,Wordify,German,6104,13,2.6,185.57
806,My Childhood,Tore Jordine,12/1/1986,Romance,782716855-8,Realfire,Hiri Motu,3094,18,4.0,42.41
807,"Message from Akira Kurosawa: For Beautiful Movies, A (Kurosawa Akira kara no messêji: Utsukushii eiga o)",Winnifred Claworth,8/7/1991,Science Fiction,240852745-7,Demizz,Khmer,2215,20,1.1,210.41
808,Crossfire Hurricane,Dall Dy,8/11/2012,Fiction,979947376-4,Kazio,New Zealand Sign Language,4740,12,3.7,274.84
809,Superman Unbound,Hall Hedlestone,7/10/1941,Non-Fiction,045193946-8,Realblab,Greek,7080,4,1.9,444.25
810,"Fiancee, The (Parineeta)",Genevra McDonnell,2/11/1943,Mystery,520377949-X,Skinix,Tok Pisin,6314,13,4.0,732.96
811,"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go)",Sharity Caro,9/29/2016,Science Fiction,821851469-4,Tekfly,Yiddish,7720,15,2.3,918.47
812,Crash Dive,Geno Pietrowicz,11/10/2010,Science Fiction,269390546-X,Reallinks,Italian,7658,2,3.3,302.79
813,Restrepo,Esma Petticrow,5/13/1986,Science Fiction,861437535-2,Yata,Luxembourgish,6984,11,2.3,666.58
814,Bey Yaar,Lizbeth Ventum,10/25/2017,Science Fiction,980167447-4,Wordware,Oriya,3940,20,1.4,261.48
815,Bounce,Fidelio Marrison,1/11/1916,Non-Fiction,060598057-8,Gabvine,Tajik,4837,4,1.6,55.65
816,Murk (Mørke),Amabel Hesey,12/25/1970,Romance,674365871-5,Kwilith,Dari,8997,18,4.2,168.98
817,Retreat,Mandy Belchamber,6/23/1942,Mystery,005108293-4,Jetwire,Belarusian,1864,9,2.2,752.56
818,Joysticks,Inessa Awcock,8/26/2000,Mystery,243359186-4,Jetwire,Thai,8230,16,4.4,182.18
819,Inside Job,Nels Moen,10/27/1969,Fiction,829955997-9,Zooveo,Amharic,7432,11,1.8,328.28
820,Mimic: Sentinel,Morten Kleinstein,2/24/1951,Romance,960766976-2,Izio,Khmer,640,15,3.4,813.45
821,Triumph of the Will (Triumph des Willens),Seline Gawne,7/1/1959,Mystery,872728507-3,Quimba,Quechua,2944,12,1.3,892.8
822,Killer: A Journal of Murder,Melinde Faccini,5/17/1963,Science Fiction,238875408-9,Feedfish,Italian,2545,6,4.5,886.41
823,This Is Where I Leave You,Rosalinde Landis,1/27/1996,Fiction,188901154-1,Tavu,Persian,1078,19,4.5,75.83
824,Up,Kayley Pettifor,2/12/2015,Non-Fiction,542717125-8,Tagopia,New Zealand Sign Language,9208,7,3.3,430.41
825,Metalstorm: The Destruction of Jared-Syn,Valeda Diggons,7/7/1986,Fiction,045938395-7,Jayo,West Frisian,862,20,4.8,584.29
826,Measuring the World (Die Vermessung der Welt),Tabbi Gooderham,4/19/1959,Fiction,068466174-8,Tagfeed,Romanian,6355,12,5.0,757.91
827,Bring It On: Fight to the Finish,Elinor Caro,10/21/1947,Fiction,699606151-2,Vinte,Swahili,9828,18,4.3,172.81
828,"Beginner's Guide to Endings, A",Rozalin Inston,10/13/1980,Fiction,625971294-4,Zooveo,Māori,4223,11,2.9,159.4
829,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",Sheppard Dreigher,9/26/1905,Mystery,578885462-8,Feedmix,Maltese,4664,5,4.5,730.25
830,Dead Poets Society,Marja Teager,1/16/2002,Fiction,731799920-2,Vinte,Swahili,6584,11,1.1,851.15
831,"Chess Players, The (Shatranj Ke Khilari)",Zilvia Clelle,10/7/1959,Mystery,875625087-8,Voonyx,Portuguese,751,0,3.3,952.05
832,Spread,Shepard Berndsen,12/25/1936,Romance,439699989-5,Skibox,Punjabi,9948,7,2.6,388.64
833,Prison,Ashton O'Sirin,1/10/1975,Mystery,158291128-2,Blogpad,Korean,8486,14,3.9,952.29
834,"Blue Bird, The",Berte Crosi,8/17/1999,Non-Fiction,215508939-2,Dynabox,Dari,9392,18,3.9,879.83
835,"Collector, The (Komornik)",Abbey Pammenter,10/15/1974,Romance,023977033-1,Voonder,Swati,1897,9,4.5,901.06
836,Every Other Week (Varannan vecka),Irwin Thiese,1/28/2009,Non-Fiction,294886653-7,Omba,Oriya,4511,10,1.2,117.42
837,Castaway,Danya See,5/9/1923,Science Fiction,816450841-1,Yata,Punjabi,7805,3,3.9,194.86
838,"Dungeon Masters, The",Loraine Kobierra,2/25/2021,Non-Fiction,698384955-8,Wordpedia,Aymara,7175,15,2.5,792.38
839,Final Approach,Raimund Purves,12/22/1980,Science Fiction,456170862-6,Lajo,Northern Sotho,1919,13,3.2,399.13
840,Stranger by the Lake (L'inconnu du lac),Reid Bowdidge,6/13/1933,Science Fiction,566834954-3,Bubbletube,Finnish,4412,7,3.1,816.69
841,Penn & Teller Get Killed,Brook Guerreiro,2/10/1993,Science Fiction,525252437-8,Skippad,Telugu,1241,20,1.4,739.56
842,"White Countess, The",Riki Bummfrey,5/5/2011,Science Fiction,722873420-3,Buzzshare,Azeri,6770,1,2.7,894.49
843,Jack Goes Boating,Milt Gerleit,2/3/1909,Non-Fiction,870829874-2,Brightbean,Romanian,2775,1,4.7,882.12
844,Earthlings,Benyamin Stride,8/24/1932,Mystery,540763642-5,Lazzy,Amharic,944,5,1.4,80.61
845,Back Street,Emili Allner,11/15/1946,Fiction,478818651-9,Kwinu,Dzongkha,7872,4,3.2,708.92
846,Halloween 4: The Return of Michael Myers,Giuseppe Wittering,3/2/2012,Mystery,292529057-4,Devcast,Filipino,2954,19,2.9,738.05
847,Ararat,Zackariah Ransbury,9/26/1930,Fiction,088903862-7,Wordware,Swahili,8518,19,1.3,372.84
848,The Man in the Orange Jacket,Maura Le Pruvost,7/25/1921,Romance,097335296-5,Brainbox,Moldovan,1634,14,4.4,913.47
849,"Little Girl Who Lives Down the Lane, The",Ashla Alenshev,6/22/1932,Mystery,080365833-8,Jabberstorm,Afrikaans,5470,9,4.8,160.87
